No,Text,location,status
1471,@seyrup @SamHarrisOrg @realDonaldTrump Twitter can't work as a learning tool if you respond with multiple tweets. Blocked 10 days for noise.,Washington DC,neg
1472,"RT @UnPoliticalPrty: Share this with...

#Christians that LOVE...

#God
#Jesus
#Christ
and the #HolySpirit

Watch this short VIDEO compl… ",USA,neg
1473,"RT @TheDarklady: .@realDonaldTrump No, what's sad is how spot on #SNL has been. Stop watching TV and start attending your damn security bri…","Detroit, Michigan",neg
1474,@realDonaldTrump You're an idiot,"Columbus, OH",neg
1475,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94",#ATX #FreeThinker #LibCrib ,pos
1476,I can't believe we've come to a point where it's possible to online troll a president-elect https://t.co/izYeFjy2jk,"Boston, MA",neg
1477,"RT @DineshDSouza: Today on @ffweekend, I debated a Democratic operative on whether @realDonaldTrump won by appealing to white suprema… ",Carol Stream,pos
1478,RT @OTOOLEFAN: .@realDonaldTrump You whining about SNL skits is more hilariously pathetic than any actual SNL skit about you. #ToddlerInChi…,Southern NJ,neg
1479,RT @BobHagh: @realDonaldTrump Your impersonation of a President is unwatchable. Sad!,"New York, NY",neg
1480,"@realDonaldTrump I like it, just like I like it when they did past President.","Phoenix, AZ",pos
1481,RT @korybing: Look at me I'm so elitist with my daily eggo waffle sandwiches and maybe I'll be able to afford a car in the next f… ,"Somewhere, PNW",neg
1482,"@artiemandel @realDonaldTrump You think he'd have more time to attend &gt;2 intelligence briefings which he has no time for, if watching SNL.","Pittsburgh, PA",pos
1483,@ArianaRosaleen @adamgabbatt .@realDonaldTrump Newsflash - not even Prez Elect yet 😂 #NotMyPresident https://t.co/Czes6RjWzs,"California, USA",neu
1484,RT @Greg_Palast: BREAKING: @DrJillStein to confront @realDonaldTrump at #Trump Tower in #NewYork at 10 AM on Monday to tell him to stop blo…,chicago ,neg
1485,RT @halwyui: @ABFalecbaldwin Way to go!! 👏🏻👏🏻👏🏻 @realDonaldTrump https://t.co/VJzSo4tYUM,hill side steep,neg
1486,@ABFalecbaldwin @realDonaldTrump C'mon Alec.  Him releasing his taxes is a chinpossibility!,Schenectady,neu
1487,@Blob_Fish @realDonaldTrump I don't like Spam!,Los Angeles,neg
1488,RT @TrumpFever2016: @realDonaldTrump President Elect Trump has done More BEFORE the INauguration than Obama in 8yrs and HILLARY in 30 Y… ,"CA,USA",neu
1489,RT @bobclendenin: @realDonaldTrump is this because you realize the ONLY thing you're good at is being applauded?,"Washington, DC",pos
1490,"@thetigersez What's sad is @realDonaldTrump , President-elect of the USA, obsessive tweeting criticism of a TV show. Grow up.",east coast usa,neg
1491,@ALCassady @realDonaldTrump no you're just whining about oldest weeds. Go follow Hillary and shut up. #whiner,"Connecticut, USA",neg
1492,@artsychick79 @Arrogant_Shit @marciabraady @PRETTYGIRLGG11 @cafedotcom @realDonaldTrump I'll second that!!,SE Florida ,neu
1493,"RT @TheYoungTurks: With the spike in hate crimes following the election of @realDonaldTrump, minorities may be purchasing more guns. https:…",USA,neu
1494,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Long Beach, CA",pos
1495,DANG! Is your dads' name @realDonaldTrump by any chance! Lol! https://t.co/8hQPiTk7HR,"Enterprise, AL",pos
1496,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha",Akwesasne Mohawk Territory,pos
1497,@ben_watching @ABFalecbaldwin @MsTeal @realDonaldTrump what does Hillary have to do with this?  All on Trump now..,"Redondo Beach, CA",neu
1498,RT @tommorris32: @realDonaldTrump I disagree mate.,New York,neg
1499,"I think the national guard should be called up to protect our southern border,while the wall is being built. https://t.co/gSfZNnQgcc","Kalispell, MT",neg
1500,@realDonaldTrump yes his quadruple chin is much too small and he seems much too intelligent to accurately portray you #snl @AlecBaldwin,"Los Angeles, CA",pos
1501,@FOX NEWS @JUDGEJEANINEPIRO JUST LIED AGAIN! SAID 2 TIMES @REALDONALDTRUMP BROUGHT BACK 1200 JOBS TO CARRIER?! -me https://t.co/x2PocQL6Hh,Where I am - There I am.,neu
1502,"Trump invites Philippines' Duterte to US
https://t.co/bFjqOR0uU2 @POTUS @HouseGOP @HouseDemocrats @SenateGOP @SenateDems @realDonaldTrump",KEY WEST FLORIDA,neg
1503,@realDonaldTrump truth hurts... Pretty freaking funny. That's how we perceive you idiot.,"California, USA",pos
1504,RT @jokedoctor: @realDonaldTrump just broke 40 years of American Protocol and he's worried about #SNL? Fix your priorities President-Elect!,"San Diego, CA",neg
1505,"""I know words. I have the best words."" #TrumpQuotes https://t.co/KuQrjdW08c","Toronto, Ontario",neg
1506,"RT @nfbrennan: @realDonaldTrump you truly can't see the irony of them making fun of you for...tweeting, and then...tweeting about it..",Cincinnati ,pos
1507,"RT @ezlusztig: OMG if Donny T ever called me out on Twitter I would go on my own national Thank You tour. Have at it, Deplorables.… ",United States,neg
1508,"@realDonaldTrump if you hate it so much, don't watch. Do you need a safe space from Alex Baldwin? Worry about intelligence briefings more.","Canonsburg, PA",neg
1509,"ABFoundation @ABFalecbaldwin   ...@realDonaldTrump 
Release your tax returns and I'll stop.  Ha https://t.co/x478WQYvqa",United States,pos
1510,RT @itsFranco: @ProgressOutlook @realDonaldTrump would you like fries with that butthurt? Value meal?,"Irvine, Ca",pos
1511,@ABFalecbaldwin @realDonaldTrump  Yeah because a crappy impersonation will convince him.,In your head!,pos
1512,RT @annekbrooks: @JuddLegum @realDonaldTrump one of the best skits so far...nailed it with the Twitter parody. Obviously got to DT. Good. K…,Somewhere in Canada,pos
1513,"@realDonaldTrump Plus, until you get voted in, certified and sworn in,  keep your stinking nose out of the Government..NOT a Civil Servant",Tennessee,neg
1514,"RT @GovMattBevin: The more I get to know @realDonaldTrump, the more I respect him. KY's strong support for Trump will pay dividends https:/…",FL,pos
1515,@agarret83 @realDonaldTrump Wait he's hosted it in the past?! Omg I can't with him anymore,"
",neu
1516,@realDonaldTrump could not agree more! This show has not been funny in this millennium. Just keep up the great work!  MAGA #MAGA,"Sun Valley, Idaho ",neg
1517,RT @billyeichner: .@realDonaldTrump do u watch my shows,Chicago,neu
1518,@politico @realDonaldTrump not very Republican of him since he pays no tax and thinks welfare is a waste of taxpayer money.,"New York, USA",neg
1519,@realDonaldTrump It was so funny..Alec Baldwin does a fantastic job. Almost pissed my pants laughing so hard.Can't wait for next week,Pittsburg California,pos
1520,@realDonaldTrump who gave your eye lift? Awful. https://t.co/oSy7sesgYz,the world,neg
1521,@realDonaldTrump @TigerWoods The Never-Ending Pool at home https://t.co/5YSTC0mzO1,United States,neg
1522,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94",Chicago,pos
1523,@BrotherJulius83 @realDonaldTrump Yeah. It's REALLY sad.,"South Carolina, USA",neg
1524,"RT @BertBinns: Supposedly most powerful man in the world and you can do nothing about it.
Must be driving your tiny little mind crazy.
 @re…",South Sydney,neg
1525,RT @realDonaldTrump: Just tried watching Saturday Night Live - unwatchable! Totally .... https://t.co/VxNgHr5Oam https://t.co/84MrNxi8BB,"Adelaide, South Australia",neu
1526,@realDonaldTrump HRC enjoyed McKinnon's impression &amp; even appeared alongside her. Trump gets triggered and tweets a… https://t.co/SZdoDoh2KD,"Philadelphia, PA",pos
1527,RT @scottisbell_: After China's 1st glimpse of President @realDonaldTrump #TrumpTrain #Trumpified https://t.co/hXMf2FMlq9 https://t.co/ClFJ…,"Youngstown, OH",neg
1528,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha",Tatooine,pos
1529,RT @BobHagh: @realDonaldTrump Your impersonation of a President is unwatchable. Sad!,"Irvine, Ca",neg
1530,@StonedPhillyFan @realDonaldTrump ON THE MONEY!!!! https://t.co/WAFNBQHuAf,"CA,OH & a galaxy far far away",neu
1531,@realDonaldTrump is this really you? @nbcsnl,Canada,neu
1532,@realDonaldTrump I was hoping you would tweet about this! You are such a drama king. https://t.co/aarkj4TzWn,"Georgia, USA",pos
1533,@realDonaldTrump Fuck you Donald Duck,Riyadh KSA,neg
1534,@realDonaldTrump Get a job!,"Kenosha, WI",neu
1535,@realDonaldTrump I like when people do to you what you do to other people. #paybackisabitch,"Portland, OR",pos
1536,"@realDonaldTrump @SeapowerChair @RepRandyForbes @Randy_Forbes @RepPeteKing HERE ARE A FEW GREAT LEADERS OF HISTORY &amp; THE PRESENT,","Stellenbosch, South Africa",neg
1537,@ABFalecbaldwin @realDonaldTrump bless up,"Baltimore, MD",pos
1538,@realDonaldTrump Yet whole country is loving it. Why?  We hate you &amp; ur fam that much. U r dictator in waiting we never imagined we'd face.,"Las Vegas, NV",pos
1539,"RT @RossCameron4: #TheArtOfTheDeal 
#TrumpCards
#ElementsOfTheDeal

!.  Think big.
@realDonaldTrump https://t.co/LRA6IPOW4b","Perth, Australia",neg
1540,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Ohio, USA",pos
1541,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Peoria, Illinois",pos
1542,RT @Zee911: Great response to Trump's tweet re #SNL https://t.co/0wnrBPkVix,North Trumpistan,neg
1543,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94","Brooklyn, New York",pos
1544,"@realDonaldTrump. Yes, He is a parasite. https://t.co/Md06PlnrSz",United States,pos
1545,@realDonaldTrump they lost it years ago but now they really are horrible! MAGA!,"Centennial, CO",neg
1546,"I love this! @ABFalecbaldwin is trolling @realDonaldTrump so hard. On tv, on Twitter. Fucking amazing! 😂","Chicago, IL",pos
1547,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Athens, Greece",pos
1548,"#Dems still claiming the popular votes. If #hillary was campaigning for the pop votes instead of electoral, then sh… https://t.co/yO5B9l8yf2",Australia,neg
1549,"@tannermullins15 @nbcsnl glad you, me, and @realDonaldTrump are on the same page.",Rocky Top,neu
1550,RT @Kaulitzophile: @ABFalecbaldwin @realDonaldTrump Trumperdink! Trumperdink! Trumperdink! https://t.co/2Xa11CsHdw,"Irvine, CA",neu
1551,"RT @VoteTrumpPics: “This campaign proves that the old rules no longer apply, that anything we want for our country is now possible.” -… ",FL,neg
1552,@realDonaldTrump Holy fuck President elect Drumpf shouldn't you be worried about bigger things than a tv show? God your pathetic.,"Nanaimo, B.C.",neg
1553,"@DSWilke1 @realDonaldTrump @PrisonPlanet @FoxNews @JackPosobiec Please Jill spare us some time, money go home. Have a drink &amp; shoot yourself",NO GROUP ADDS - WILL BLOCK,neg
1554,@realDonaldTrump like who the fuck does this?,CoMO / St Louis,neg
1555,Aww did someone get their feelings hurt @realDonaldTrump? The whole world's laughing at you bc you're a joke. #SNL… https://t.co/s2Myh8e5SA,"Urbana, Ohio",pos
1556,RT @MichaelCohen212: I stand with #PEOTUS @realDonaldTrump and his commitment to #MakeAmericaGreatAgain. RT if you stand with him as wel… ,North Brunswick,pos
1557,"@realDonaldTrump I'm sorry that you don't like it, I guess you don't like yourself because this is how you act!","Meridian, ID",neg
1558,"@Fuegs @ParkerMolloy @realDonaldTrump No shit Sherlock.  I believe I wrote ""SNL and talk shows"".","Conservative, Ontario",neg
1559,@realDonaldTrump Talk about thin skin- Candyass Baldwin blocked me!!! WHAAAA!!!,In the ether,neg
1560,"RT @justinhendrix: @realDonaldTrump HRC won the popular vote by 2.5 million. You fluked the electoral college by 80,000. The people are goi…",New York,pos
1561,"@CitizenoftheWo4 @inabster I grew fond of the guy, I wish him well. @realDonaldTrump","London, England",neg
1562,RT @Nikluk: Asking for the civilized world.... @realDonaldTrump https://t.co/PGImNfVGFa,On the Move!,neg
1563,"@Only4RM @realDonaldTrump briefing, he cant even make a phone call to state before breaking protocol to taiwan. too busy",CHICAGO,neu
1564,"@realDonaldTrump If you're still up, I'm moving my Lemonade stand to Mexico unless you can come up with 5 million dollars in tax breaks. !",U.S.,neu
1565,RT @wordzgirl: @realDonaldTrump Watching SNL then tweeting about how much you hate it. NBC couldn't pay for this kind of publicity.,"Detroit, Michigan",neg
1566,@LePebblePanda @realDonaldTrump - https://t.co/uXdldHdSw7: please do a great job!,in a trolly of probability USA,neg
1567,"RT @Green_Footballs: President-elect, or whiny thin-skinned narcissistic man-baby? He’s both! @realDonaldTrump https://t.co/riymfYwNU2",USA! USA! USA! USA! USA! USA! ,neg
1568,RT @adirado29: .@realDonaldTrump so why do you keep watching?! @AlecBaldwin https://t.co/BNqNy5Rell,USA & Canada,neu
1569,RT @David360NC: President Donald J Trump!! History in the making!! #cleansweep #AmericaFirst Thank God!! God Bless America!! Thank… ,"Gulfport, MS 39507",pos
1570,@realDonaldTrump @AlecBaldwin Let it go moron,"Ontario, Canada",neg
1571,RT @cafedotcom: .@realDonaldTrump Mr. Trump does not have the energy or stamina to be POTUS. Very weak guy! https://t.co/Isk3B2RIbm,"Pacific Grove, CA",neg
1572,"RT @nfbrennan: @realDonaldTrump you truly can't see the irony of them making fun of you for...tweeting, and then...tweeting about it..","Dallas, TX",pos
1573,@transition2017 @mike_pence @MikePenceVP @realDonaldTrump  these are great ideas. Hope they are considered and askk… https://t.co/ug6vC4hRiE,Now on GAB @MissyD,pos
1574,"RT @nytopinion: Dear @realDonaldTrump, @Aasif Mandvi wrote some tweets for you: https://t.co/S8kVpdTAN1 https://t.co/b5Ca5N5AVX",United States,neg
1575,"RT @GovMattBevin: The more I get to know @realDonaldTrump, the more I respect him. KY's strong support for Trump will pay dividends https:/…",Where are any of us,pos
1576,RT @markchildress: @realDonaldTrump Your imitation of yourself is less authentic than Baldwin's impersonation of you. You don't seem that h…,Little Rock,neu
1577,@realDonaldTrump You are POTUS elect get the fuck of Twitter and stop bitching like a baby! Seriously grow up you are acting like a kid!,"Rutherford, NJ",neg
1578,"RT @meNabster: @CitizenoftheWo4 @inabster I grew fond of the guy, I wish him well. @realDonaldTrump","London, England",neg
1579,RT @cbie008: @realDonaldTrump is under the microscope.  With a distorted lense. One thing is consistent- Liberal's hypocrisy. https://t.co/…,"Maine, USA",neg
1580,@sbellelauren @realDonaldTrump Tried watching an Apprentice rerun. Unwatchable! Host was fat turd. Sad.,Los Angeles,neg
1581,@realDonaldTrump @mike_pence Joe Biden is our VP.,United States,neg
1582,"@realDonaldTrump wait till he realizes The Colbert Report was a ""satire"". #clue /getOne","Rochester ,NY",neu
1583,"@JayToney2 @DanScavino @LindaSuhler @DrJillStein @realDonaldTrump  snowflake  means fragile, lol",working hard in the gym,pos
1584,"@realDonaldTrump You ""tried watching"" and then...what...you saw a squirrel?","Montana, USA",neu
1585,@realDonaldTrump agree super cringey it's were bad comedians go to die,IDK,pos
1586,Trump's response to a skit about him being unable to stop tweeting: he tweets. Team @nbcsnl 1 ; Team… https://t.co/uOIHY2lVKg,"Boston, MA",neg
1587,@realdonaldtrump I suggest you do a better job at presenting it how I just did. God Bless,*Happiness* and  **Sports**,pos
1588,@realDonaldTrump That was funny stuff &amp; we are still waiting for you to even MENTION the hate crimes being done in your name. ??????,"Plano, Texas",neg
1589,"RT @tyleroakley: @realDonaldTrump honestly, seek therapy. this will be a long four years if you can't cope with us reacting to you. YOU SIG…","Rhode Island, USA",pos
1590,RT @DustinGiebel: Trump's been Baldwin'd @ABFalecbaldwin @realDonaldTrump https://t.co/AX8mCoCMCJ,Nevada,neg
1591,@realDonaldTrump It's not presidential to comment like this. Give up. You suck. Time to resign. #LoserTrump #DumpTrump,Earth,neg
1592,@Maggyw519 @Kat4Obama @realDonaldTrump   Yes people do say he is Hitler and Putins Puppet.  People say...,"Terrebonne, OR",pos
1593,.@realDonaldTrump That's what we'll all say about your first White House Correspondent's Dinner set.,Chicago,neu
1594,"@realDonaldTrump Tried watching what is unwatchable. Like we care.

The brilliant words of a raving moron. Sad!

#MakeAmericaFoolish
#MAGAx3",NYC,pos
1595,"RT @Erst_Officer: @realDonaldTrump Shouldn't you be studying presidential responsibilities, constitutional law, instead of watching TV?","Raleigh, NC",neu
1596,"RT @runswithwaves: @realDonaldTrump um you're going to be the leader of the free world &amp; you're watching SNL? And on Twitter? 
Now that's s…","Austin, Texas",pos
1597,@realDonaldTrump I LOVED @AlecBaldwin. I think he did an amazing job,"Monterey Bay, CA ",pos
1598,"RT @MrEricMartin: .@realDonaldTrump Well, I'm sure they'll stop now that they know how affected you are by it. https://t.co/ep7pFr92at",Various RockyMt area zip codes,pos
1599,@realDonaldTrump Don't you have more important things to do than watch TV anyway?,New York,pos
1600,"@LePebblePanda @realDonaldTrump - https://t.co/uXdldHdSw7: please do."" #DrainTheSwamp!",in a trolly of probability USA,neg
1601,"@realDonaldTrump tbh im just a kid but you should try to stop the oil instead of being a fucking lazy ass and saying ""oh look"" and some shit",in the music life,neg
1602,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Peabody, MA",pos
1603,@realDonaldTrump Aren't you supposed to be the future leader of the free world?  Grow up already!,"Ottawa, Ontario CANADA",pos
1604,RT @KeithOlbermann: The Taiwan call was no more a diversion than were the crazy tweets. It's evidence @realDonaldTrump is insane. ICYMI: ht…,Where Small People Live,neg
1605,RT @JonBershad: @realDonaldTrump Just tried watching news about our ruined relationship with China. Unwatchable! SNL is way better than you…,Office of George Soros,neg
1606,"@realDonaldTrump why is every single negative response from a misfit, an  immigrant or a disgruntled minority? Can't wait til y'all gone",United States,neg
1607,@realDonaldTrump @SeapowerChair @RepRandyForbes @Randy_Forbes @RepPeteKing WHO HAD &amp; HAS AN INTJ PERSONALITY LIKE I DO:,"Stellenbosch, South Africa",neg
1608,@realDonaldTrump  Your poor defective genes make  you very insecure.,Earth,neg
1609,@realDonaldTrump SNL mocked your Twitter tantrums so you have another one? Sad. #NotMyPresident #Trumperdink #25thamendment,"Massachusetts, USA",neg
1610,"RT @tyleroakley: @realDonaldTrump honestly, seek therapy. this will be a long four years if you can't cope with us reacting to you. YOU SIG…",outer space ✨,pos
1611,RT @CathieMarie2014: @realDonaldTrump Most AMERICANS DONT Watch That trash. WE are aware. It's all good. Let's just #MAGA 🇺🇸👍🏻🇺🇸👍🏻,"Menlo Park, California",pos
1612,"RT @ezlusztig: @realDonaldTrump Biased? Dude, whoever wins the Presidency gets ridiculed for 4 years. Keeps hubris in check. You know, demo…","Pittsburgh, PA USA",neg
1613,RT @BobHagh: @realDonaldTrump Your impersonation of a President is unwatchable. Sad!,"Bay Area, Calfiornia",neg
1614,"@billyeichner @realDonaldTrump he would definitely play ""for a dollar"" and lose",kansas,pos
1615,@realDonaldTrump coward. Thin skinned baby. You can call Rosie O'Donald a pig but you can't take satire? You're unwatchable.,"New York, New York",neg
1616,@realDonaldTrump you're such a joke of man. Can't handle any form of satire or genuine criticism. Idiot!,United States,neg
1617,RT @Blob_Fish: Is this funny don? @realDonaldTrump https://t.co/6aY9qxBKtq,NYC on a planet called earth.,neg
1618,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Hamilton, ON, Canada",pos
1619,"RT @Lrihendry: African Muslims swarm Mexican border before entering US! 

Something is going down! 

https://t.co/6pCZycSr34… ",TN,neg
1620,RT @OTOOLEFAN: .@realDonaldTrump You whining about SNL skits is more hilariously pathetic than any actual SNL skit about you. #ToddlerInChi…,"Harstine Island, WA",neg
1621,RT @ColMorrisDavis: Between @realDonaldTrump &amp; his picks they will have done most all of the things they made up about @HillaryClinton.  ht…,"Los Angeles, CA",neu
1622,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha",HOUSTON,pos
1623,"@realDonaldTrump dude, get a clue.","Watertown, MA",neu
1624,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Berkeley, CA",pos
1625,"RT @MAGA_1958: @realDonaldTrump @mike_pence If you live in Louisiana, please vote for John Kennedy for Senate next Saturday. He is a good m…","Washington, USA",neg
1626,"RT @Green_Footballs: President-elect, or whiny thin-skinned narcissistic man-baby? He’s both! @realDonaldTrump https://t.co/riymfYwNU2","Massachusetts, USA",neg
1627,@realDonaldTrump um @ShawnMendes was on it so it was actually amazing,"New Jersey, USA",neu
1628,RT @CathieMarie2014: @realDonaldTrump Most AMERICANS DONT Watch That trash. WE are aware. It's all good. Let's just #MAGA 🇺🇸👍🏻🇺🇸👍🏻,Southern New Jersey,pos
1629,"@realDonaldTrump People (SNL), get over it already!!!!  Boo-ring!! I'd rather watch the grass grow in winter than watch the ""Trump Attack""!","New Hyde Park, NY",neu
1630,RT @FoxNews: .@brunelldonald: [@realDonaldTrump] and [@mike_pence] ran on a campaign of bringing Americans together...and that i… ,With Jesus and Hip Hop,neu
1631,"Every new waiter or bartender job under Obama only came with $750,000 in new debt.

We're doing great!

#MAGA https://t.co/GmfMOd9QHD",Trump is America's last shot.,neg
1632,RT @JacobEngels: .@realDonaldTrump must embrace a bold vision on marijuana! @RogerJStoneJr  is spot on! https://t.co/n6Fsk8A5Yv #yuge,"Loma Linda, CA",pos
1633,PROPHECY FULLFILLED given to Mark Taylor in 2011 about @realDonaldTrump becoming President! https://t.co/sRjszONxs0,www.minds.com/Samstwitch,neu
1634,RT @damnyouwillis: @christianpiper6 @jonrosenberg @realDonaldTrump Donald Trump lives in a golden tower with his own name on it.,Your spleens,neu
1635,"RT @mike_pence: Louisiana, today is the last day for early voting. Please join @realDonaldTrump &amp; me in supporting @JohnKennedyLA f… ","California, USA",pos
1636,@realDonaldTrump you forgot the Oxford comma lol,buried in my history homework,pos
1637,"RT @ezlusztig: OMG if Donny T ever called me out on Twitter I would go on my own national Thank You tour. Have at it, Deplorables.… ",3RD ROCK FROM THE SUN,neg
1638,RT @rookiephenom: @realDonaldTrump you're a grown ass man that doesn't go to intelligence briefings. What kind of damn leader are you? High…,"Raleigh, NC",neg
1639,@Nocupcakeshere @YourMom12715158 @EveryTrumpDonor @realDonaldTrump   Good for you.  Most Americans your vote screwed over are not so lucky!,"Sarasota, FL",neg
1640,RT @MichaelCohen212: I stand with #PEOTUS @realDonaldTrump and his commitment to #MakeAmericaGreatAgain. RT if you stand with him as wel… ,United States,pos
1641,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Austin, TX",pos
1642,"@realDonaldTrump YOU ARE A FRICKEN JOKE.... Stop TWEETING..... your supposed to be our next President, except you are #notmypresident","Anchorage, AK",neg
1643,@realDonaldTrump We love how crazy this show makes you. You are losing sleep over a TV show. Very presidential. 😂😂😂😂😂😂😂,Seattle,neg
1644,"Electors do your job as Constitution demands. @realDonaldTrump unfit, unprepared, unhinged to lead. We know who you… https://t.co/87ItJY4Yhf",Milky Way,neu
1645,RT @TexBrussow: Among their other LIES! https://t.co/R3w33vskok,a wondering Catholic Jew,neg
1646,"RT @ergoking: @JuddLegum @realDonaldTrump 
Alec Baldwin mocking
Trump is more Presidential
Than is the real thing.
#TrumpHaiku",Somewhere in Canada,neg
1647,@LePebblePanda @realDonaldTrump - https://t.co/uXdldHdSw7: please do suggest design concepts or an outsider',in a trolly of probability USA,neg
1648,RT @realDrOlmo: TRUMP WINS THE PRESIDENCY TWICE 👍🌲🕇 @DanScavino @realDonaldTrump @DonaldJTrumpJr @EricTrump @IvankaTrump… ,"Trumbull, Connecticut",neg
1649,"RT @Nwanky2: @realDonaldTrump A War Without End: US Atrocities in Biafra. Courtesy--&gt; @POTUS 

Source: Anderline Attivista Offic… ",addis abab,neg
1650,"@FoxNews @mike_pence @realDonaldTrump exaggerate/lie Carrier is still sending all blue collar jobs 2Mexico, &amp; leaving the white collar staff","Morgan Hill, CA",neu
1651,@realDonaldTrump I hate you,Camerons house,neg
1652,"RT @signalhz: Obama To Sign Bill Making ‘Alternative Media’ Illegal

Unconstitutional 
@realDonaldTrump  https://t.co/eFwxVXj515","Michigan, USA",neg
1653,"@RidleySSB4 @_Faysal @realDonaldTrump He didn't win the popular vote, the majority of Americans voted against him.","Irvine, Ca",neg
1654,RT @riotwomennn: @realDonaldTrump   I thought Baldwin was great but this food impersonating you.  It should be fired! https://t.co/qkVzfjB9…,"San Diego, CA",neg
1655,"@realDonaldTrump Were you in Married to the Mob with @MatthewModine? No, then shut up.",the ATL GA SC,neu
1656,"RT @meNabster: @CitizenoftheWo4 @inabster I grew fond of the guy, I wish him well. @realDonaldTrump","London, UK",neg
1657,RT @steveseizure: A generation bred for subordination needs no education #MakeAmericaHateAgain ft @realDonaldTrump see the full video… ,Jupiter ,neu
1658,"@realDonaldTrump Goddammit, I wish I'd made a bet...",New York,pos
1659,@kumailn @realDonaldTrump plus they let him host. SNL should be cancelled.,the 6,neg
1660,RT @samtwyfordmoore: Rare footage of @realDonaldTrump watching Alec Baldwin's SNL impression before taking to Twitter to whinge about it. h…,Lower Hunter NSW Australia,pos
1661,RT @RandomRenee_: @realDonaldTrump You keep saying that every week. Why do you continue to watch? Seems a bit insane on your part. Ju… ,Little Rock,neg
1662,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha",IL,pos
1663,"RT @EveryTrumpDonor: I'm Paul Cater. On 9/28/16 I gave $250 to @realDonaldTrump. I live in Carmichael, CA. I'm an Orthodontist.","Los Angeles, CA",neu
1664,@JewishRepOhvey @Polys67 @givEmkeL @nfbrennan @realDonaldTrump uh...no..just educated. Btw not shocked you're from Alabama.,Right behind you.,pos
1665,"RT @DanScavino: '@DrJillStein'S Michigan Recount Could Cost Taxpayers $12 Million'

#PEOTUS @realDonaldTrump gains in Wisconsin.
https://t.…","Denver, CO",pos
1666,"RT @tyleroakley: @realDonaldTrump honestly, seek therapy. this will be a long four years if you can't cope with us reacting to you. YOU SIG…",iowa state,pos
1667,Too close to the target? @realDonaldTrump https://t.co/IYr78LwHOZ,United States,neg
1668,"RT @SarahHuckabee: ""It's refreshing to see a U.S. president say America will do what it wants to. Deal with it."" -@GovMikeHuckabee on @real…","Minnesota, USA",neg
1669,RT @Carolyny1948: @Kat4Obama @Maggyw519 @realDonaldTrump   People say there is something wrong with him.  They say he may be real sick.  Pe…,Salt lake City. Ut,neg
1670,@realDonaldTrump Do yo know what the Streisand Effect is? https://t.co/tPfqUAn37t,"Center Valley, PA",neu
1671,"@realDonaldTrump Dear Mr Trump, Saturday night live is low quality. Better is John Oliver's ""Last week tonight""","Lübeck, Schleswig-Holstein",pos
1672,@ALCassady @realDonaldTrump no you just whine about all of his tweets.  If you don't like him go follow Hillary you pathetic twat,"Connecticut, USA",neg
1673,"RT @DineshDSouza: Today on @ffweekend, I debated a Democratic operative on whether @realDonaldTrump won by appealing to white suprema… ","North Myrtle Beach, SC, USA",pos
1674,"@realDonaldTrump Oh, block up, crybaby.",VV Buy my shirts VV,neg
1675,@Nick10Williams @nbcsnl @realDonaldTrump Three smartest guys in the Great U S of A!!!,"Bean Station, TN",pos
1676,@realDonaldTrump You are President of the United States! 🙄God help us all!,"Seattle, WA",pos
1677,"RT @AdamDannyDaniel: I find it sad that @realDonaldTrump has time to block people on Twitter, but no time for security briefings. #loserdon…","San Francisco Bay Area, CA",neg
1678,"@realDonaldTrump ""Oops I did it again""
Hysterical. Even better Trump hates it. What a tool.",Virginia,neg
1679,"@brianconrad16 @realDonaldTrump You didn't really believe anything he told you, right? We told you he was a liar. You were conned.",USA,neg
1680,RT @jonrosenberg: @realDonaldTrump Have you tried Sesame Street? Might be more your speed,Work or with my progeny,neu
1681,"RT @Green_Footballs: President-elect, or whiny thin-skinned narcissistic man-baby? He’s both! @realDonaldTrump https://t.co/riymfYwNU2",New York,neg
