,0
1831,.@realDonaldTrump .@seanhannity .@FrankieRusso1 .@pnp_pr COMING TO AMERICA. #SyriansRefugees #NoSyrianRefugees https://t.co/YZtGQMOyhH
1832,"@realDonaldTrump Toughen up, Buttercup. SNL has been lampooning presidents since Ford, and you provide SO MUCH easy material."
1833,@WCibula @chriskelly851 @CameronAtfield @realDonaldTrump @CNN   Oh yes it does!   It is obviously driving Orange HITLER INSANE!  No Mandate!
1834,"RT @sportspickle: @realDonaldTrump Don, who do you think should be in the college football playoff? Only you can fix it!"
1835,@noahjnelson @aravosis @KellyannePolls @realDonaldTrump LOOK AT THAT LITTE TEENY BABY THUMB #DumpTrump #AmericaFirst #maddow
1836,@POTUS @realDonaldTrump - https://t.co/uXdldHdSw7: Zaevion Dobson died saving three friends. Very exciting!
1837,@realDonaldTrump that is ok
1838,RT @CeciliaCmaida: https://t.co/q3pGHfPAxg @realDonaldTrump @REAL_Hmichaels  Yay CNN came!TRUMP should address STANDING ROCK since he has $…
1839,"@seanhannity @leatherneck111 @realDonaldTrump That proves how devious &amp; fake, there network really is. America, is joking how they crashed."
1840,@realDonaldTrump not gonna get any better for you cochese
1841,@realDonaldTrump well take a look at the source material ??
1842,"@ALCassady @realDonaldTrump second of all he can tweet whatever he wants, it's his account #snowflake"
1843,@realDonaldTrump that show has not been funny in a generation. The first few seasons we're absolutely the best.
1844,@realDonaldTrump I feel the same way. I use to enjoy the presidential impersonating because IT was biased to no one back then.
1845,@realDonaldTrump You just made it funnier by not realizing that's exactly what you sound like.
1846,"RT @comradewong: This advice to @realDonaldTrump is from NSC China Director who served under Bush &amp; Obama, @paulhaenle. https://t.co/JPmZC5…"
1847,RT @Rushluver: @realDonaldTrump Dear President-Elect Trump if you want to take out SNL ask your media friends to air a TV series opposite i…
1848,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
1849,"@twitwit221 @realDonaldTrump That's not my head, by the way. And I assume that horse isn't yours."
1850,"RT @SenSanders: What are you going to do, @realDonaldTrump? Stand up for working people or give the company a massive tax break? https://t.…"
1851,RT @tweet4upatriots: I would never ever buy any book of #Megynkelly as she is nasty to our Senator @SenTedCruz and @realDonaldTrump @FoxNew…
1852,@wtony_tony @realDonaldTrump God bless America and the Supreme Court is ours God bless President Donald J Trump https://t.co/8t4Gpldfao
1853,@realDonaldTrump How come u not talking about Taiwan anymore? Realize truth got out? #EmolumentsClause #TrumpLeaks  https://t.co/zzwRAdKbp7
1854,@realDonaldTrump   Why haven't you met with Dick Cheney? He could be your greatest asset.
1855,Don't forget to get our credit cards back from Michelle!! https://t.co/Y0t4L3Y79t
1856,#imissyou #betsyriot @realDonaldTrump #dalé RT @mattZillaaaa: I just tried on some axe body spray and the center f… https://t.co/jH8KFI4Lc0
1857,"RT @VoteTrumpPics: “This campaign proves that the old rules no longer apply, that anything we want for our country is now possible.” -… "
1858,@realDonaldTrump Your correct Mr. PEOTUS. Baldwin's hands are larger than yours. https://t.co/sdXWkxHosP
1859,@realDonaldTrump @colincampbell Yes but what about Tartuffe?
1860,RT @Blob_Fish: Is this funny don? @realDonaldTrump https://t.co/6aY9qxBKtq
1861,.@nbcsnl would be funnier if @nbc hadn't spent yrs covering up the fact that @realDonaldTrump sexually harassed the women on his shows ?
1862,@realDonaldTrump @EricTrump @IvankaTrump @PrisonPlanet President  Elect Elf fulfilling more campaign promises! https://t.co/BQpoOL3SH7
1863,PRO-MEXICO @Ford Plans To Defy Trump By Moving Small Car Production To Mexico #FordBoycott https://t.co/6CesNvNqJ8 @realDonaldTrump
1864,"@realDonaldTrump 
""I will be a Father to you""
JESUS of Nazareth 
King of the universe 
1 Corinthians 6: 18 https://t.co/8M7YIHmpmB"
1865,RT @iamomardali: @realDonaldTrump 1st US president that whines too much on social media!
1866,@realDonaldTrump is this fucking guy kidding me? Trump! Please grow the fuck up you goddamn clown
1867,@realDonaldTrump You are beyond fucking embarrassing
1868,.@realDonaldTrump Awww...wassa matter...diddum's feewings get hurt?
1869,RT @mrp: @realDonaldTrump very funny https://t.co/w39PO9Ojd3
1870,"RT @DanScavino: '@DrJillStein'S Michigan Recount Could Cost Taxpayers $12 Million'

#PEOTUS @realDonaldTrump gains in Wisconsin.
https://t.…"
1871,RT @DiamondandSilk: .@MichaelCohen212 @realDonaldTrump Been Standing with #PEOTUS since day one and we know he is going to… 
1872,@realDonaldTrump Um that's not a recent photo
1873,RT @Blob_Fish: Is this funny don? @realDonaldTrump https://t.co/51Tst2eJzy
1874,How does that fly with the First Amendment? https://t.co/3P3TNnfYa2
1875,@Soundslinger .@realDonaldTrump That's the million ? question ? #NotMyPresident https://t.co/OOMBfuY5Hb
1876,RT @cbie008: @HeyTammyBruce @Amyloukingery There's definitely authenticity in @realDonaldTrump
1877,@Slate @Chewbaccafan More like a Nazi fuhrer @realDonaldTrump @transition2017 #altright #Nazi #breitbartnews #bannon https://t.co/kf2kyp02NO
1878,"@realDonaldTrump Which is more sad? The thin-skin or the short-fingers? (You have more important things to do, #justsaying)"
1879,"RT @theguydf: .@realDonaldTrump maybe turn off the TV and twitter and get to work on being president. You're embarrassing us.
https://t.co/…"
1880,"@Polys67 @GCroker9 @givEmkeL @nfbrennan @realDonaldTrump Yeah, imagine the damage he'll do once he's sworn in."
1881,"RT @tyleroakley: @realDonaldTrump honestly, seek therapy. this will be a long four years if you can't cope with us reacting to you. YOU SIG…"
1882,@NewYorker @realDonaldTrump and him will get along splendidly
1883,"RT @brunelldonald: Midnight prayers 4 the sick + shut in, homeless, unemployed, domestic violence victims, PE @realDonaldTrump + VPE… "
1884,"@marciabraady @artsychick79 @Arrogant_Shit @PRETTYGIRLGG11 @cafedotcom @realDonaldTrump 
Its trashy but acceptable 4 ur generation sadly smh"
1885,RT @raymondbraun: @realDonaldTrump I'm confused. Weren't you boasting about hosting SNL around this time last year? https://t.co/G2DO7tLpfZ
1886,@realDonaldTrump awful eyelift. Ewww #badeyelift #plasticsurgery #stillugly https://t.co/W92THkFlnG
1887,"@realDonaldTrump snl makes fun of all the greats, even the late Frank Sinatra. "" Envy."
1888,"RT @Only4RM: Still no time for those intel briefings though, right? @realdonaldtrump"
1889,The utter boorishness and moronity of the 2001-2008 Republican administration can't compare to the @realDonaldTrump circus. #godsaveus
1890,"RT @tyleroakley: @realDonaldTrump honestly, seek therapy. this will be a long four years if you can't cope with us reacting to you. YOU SIG…"
1891,"RT @GovMattBevin: The more I get to know @realDonaldTrump, the more I respect him. KY's strong support for Trump will pay dividends https:/…"
1892,RT @iamomardali: @realDonaldTrump 1st US president that whines too much on social media!
1893,"RT @guacamellerz: @realDonaldTrump look you're gonna be president and the butt of jokes. obama laughed them off. grow a pair, suck it up an…"
1894,"Oh no, I got it @realDonaldTrump ... that's the face you make when tweeting about @nbcsnl doing a skit about you tw… https://t.co/N2zrCJI6qx"
1895,"SNL cold open was funny. I don't know what the fuck you're talking about, @realDonaldTrump."
1896,@realDonaldTrump you realize you're the prez-elect which means you can stop acting like a total MAN BABY any fucking time now?
1897,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
1898,@troubadourcali @jacklcr @ChrisCaesar @realDonaldTrump it's funny to watch how wrong this is
1899,"RT @olisatv: Adebayo Ogunlesi has been appointed to President-elect @realDonaldTrump's economic advisory team. 

#OTV https://t.co/xe9RpLvS…"
1900,"RT @FailGOP: To be fair, when David Duke called to congratulate @realDonaldTrump, he took that call too."
1901,@kylegriffin1 @realDonaldTrump what a freakin baby!
1902,"RT @Green_Footballs: President-elect, or whiny thin-skinned narcissistic man-baby? He’s both! @realDonaldTrump https://t.co/riymfYwNU2"
1903,@DGMartin69 @realDonaldTrump Then you can't read very well... It was the fourth result... Interstate Voter Registration Crosscheck Program
1904,@davidsirota @realDonaldTrump The fact that he feels compelled to tweet about a show is unfathomable. Does he have nothing better to do?
1905,RT @ETTalkShow: @realDonaldTrump is MAGA - Donald Trump Challenges Rexnord for Moving Jobs to Mexico.  https://t.co/gFJRvLaqJ5
1906,"@realDonaldTrump @DTParody11 Whatcha gonna do DON? Give away more tax $ to save half the jobs like you did at Carrier?

#GawdYoureStupid"
1907,"RT @iamomardali: @realDonaldTrump YOU are unwatchable! Totally biased, not funny!"
1908,@realDonaldTrump if you can't handle comedians making fun of you what makes you think you can handle running a country
1909,@realDonaldTrump is the most insecure twitter reader.  He's overrated.  I'm hearing he isn't managing his phone calls to Taiwan very well.
1910,Why is satire the voice of reason? Thanks @realDonaldTrump.
1911,@realDonaldTrump I can't wait to be the first!
1912,@saxplayer1776 @realDonaldTrump Eh he probably won't but still?
1913,@realDonaldTrump you say this every week. But you still watch. Why?
1914,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
1915,RT @JonBershad: @realDonaldTrump Just tried watching news about our ruined relationship with China. Unwatchable! SNL is way better than you…
1916,RT @Trollin_Trump: I think we can all agree that @realDonaldTrump is that guy you never let be the banker in Monopoly.
1917,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
1918,@realDonaldTrump It could be worse... it could be the real thing.
1919,@latinaafortrump President Obama already has that title. But thanks for the laugh! https://t.co/ubY7vJw28L
1920,@GenFlynn @realDonaldTrump @mike_pence @MadDogMattis @CENTCOM @CIA Chinese radar resembles Israel's: https://t.co/o7YW5aLWac
1921,RT @jokedoctor: @realDonaldTrump just broke 40 years of American Protocol and he's worried about #SNL? Fix your priorities President-Elect!
1922,"@realDonaldTrump 
@MikePenceVP 
@KellyannePolls 
YOU ARE WARRIORS!
Thank you 4 saving US... https://t.co/80aO81uJfJ"
1923,RT @moekamerow: @wtony_tony @realDonaldTrump God bless America and the Supreme Court is ours God bless President Donald J Trump https://t.c…
1924,"@PhillyD And they were his, letting him host &amp; allowing him to dominate their program. @realDonaldTrump got exactly… https://t.co/1EY4q11Vqp"
1925,"RT @nfbrennan: @realDonaldTrump you truly can't see the irony of them making fun of you for...tweeting, and then...tweeting about it.."
1926,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
1927,"1st show rerun, current new and at @realDonaldTrump  u think you can run the freaking country? whaa. Read some history books, non fiction"
1928,@realDonaldTrump think of all the $$ that will be saved on your Pres Library - some dude's back pocket #notmypresident
1929,RT @ParkerMolloy: @realDonaldTrump You're really going to do this for the next four years?
1930,RT @JasmineBager: Alec Baldwin responds to Trump's tweet about SNL's recent twitter skit. https://t.co/IkWqbD7GwN
1931,"Wait, @realDonaldTrump lied to get elected? #dumptrump #loserdonald https://t.co/DILbOXXc99"
1932,@SpeigleSunni @jeffmossberg @CarmineZozzora @realDonaldTrump by more than all other presidents COMBINED
1933,@realDonaldTrump it's sad how the president of the United States can't take a joke ?
1934,RT @BGirasek: @ezlusztig @KaraCalavera @realDonaldTrump 4 years? I think you're giving him too much credit. I smell impeachment in his futu…
1935,@realDonaldTrump is predictably boring. An easy target and offensively dull human being. You'll never fill the black hole that is your soul
1936,RT @OTOOLEFAN: .@realDonaldTrump You whining about SNL skits is more hilariously pathetic than any actual SNL skit about you. #ToddlerInChi…
1937,@realDonaldTrump you are opening up a can worms
1938,@americangurl56 @AG_Conservative @realDonaldTrump if only the citizens of this country had elected an adult instead… https://t.co/wUIESXFPu2
1939,RT @Zee911: Great response to Trump's tweet re #SNL https://t.co/0wnrBPkVix
1940,@realDonaldTrump tax returns?? https://t.co/oSfUcZss7k
1941,"@MAGGIEzineee @realDonaldTrump yep, last year, and 2004 too. Gave us this hotline bling parody https://t.co/yutB3VHxOa"
1942,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
1943,@realDonaldTrump you sound like you need a safe space
1944,RT @JustmeElc: @JuddLegum @iglvzx @realDonaldTrump &amp; ffs stop tweeting &amp; Resign before you take office You clearly have no intention of try…
1945,Can someone please take twitter away from @realDonaldTrump. A leader of a nation shouldn't be talking like a 13 year old child.
1946,@ChristieC733 @SpeakerRyan @realDonaldTrump @LouDobbs @seanhannity @newtgingrich @trish_regan @KellyannePolls @Reince hope/pray pr gets boot
1947,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
1948,"@realDonaldTrump If it bothers you THAT much, here's what you should do: GROW UP and stop watching it! It's THAT simple, idiot!"
1949,@realDonaldTrump seriously! C'mon man. Who cares about SNL. You're the leader of the free fucking world!
1950,"@SharoneLou @AlecBaldwin @nbcsnl @realDonaldTrump are the liberals hurting your feelings? It's just a skit, no harm done right?"
1951,@realDonaldTrump thin skinned aren't you... ow big bad SNL hurt your feelings???
1952,"ah ah =0). great kid. @Rambobiggs
---------------------------------------------------
#MAGA #USA @realDonaldTrump https://t.co/OslaOjbNsY"
1953,@realDonaldTrump President fuck these racist liberals! We the ppl deal with these libs everyday on tweeter and in person. They're repulsive
1954,RT @jonrosenberg: @realDonaldTrump Have you tried Sesame Street? Might be more your speed
1955,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
1956,"RT @thedailybeast: Alec Baldwin’s @realDonaldTrump goes Twitter crazy:
https://t.co/x66N1VVtfv #SNL https://t.co/PEFRlVdmgq"
1957,@realDonaldTrump ? don't you have bigger fish to fry? How's that temperament argument looking
1958,"RT @tyleroakley: @realDonaldTrump honestly, seek therapy. this will be a long four years if you can't cope with us reacting to you. YOU SIG…"
1959,@SamHarrisOrg @realDonaldTrump he's not wrong at least.
1960,@realDonaldTrump you're the fucking president!
1961,@realDonaldTrump it was perfect
1962,@realDonaldTrump When is Baldwin moving to Canada? Virtual actors in the future so these living actors will b out of a job. Over paid babies
1963,RT @jonrosenberg: @realDonaldTrump Have you tried Sesame Street? Might be more your speed
1964,"@realDonaldTrump You are such a loser, SNL is amazing and Baldwin nails it."
1965,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
1966,@realDonaldTrump you are a good meme
1967,"RT @Green_Footballs: President-elect, or whiny thin-skinned narcissistic man-baby? He’s both! @realDonaldTrump https://t.co/riymfYwNU2"
1968,"RT @MissMyrtle2: @realDonaldTrump Dear #WhinerInChief we called for 
your Whaaaambulance! https://t.co/3oEUj37KNJ"
1969,RT @CathieMarie2014: @realDonaldTrump Most AMERICANS DONT Watch That trash. WE are aware. It's all good. Let's just #MAGA ????????
1970,@InesFlaxTeam @realDonaldTrump this might hold water prior to his election. President in a bubble of syncophants is ineffective.
1971,@realDonaldTrump learn how to politics you fuckbucket https://t.co/H9BZdHXtMq
1972,@realDonaldTrump What's sad is that this is what you tweet about. People make fun of you and your supporters cause it's easy. Simpletons.
1973,@Theamologist @SamHarrisOrg @realDonaldTrump what you really need is an echo chamber. Not a platform for debate. ??
1974,"RT @nfbrennan: @realDonaldTrump you truly can't see the irony of them making fun of you for...tweeting, and then...tweeting about it.."
1975,@realDonaldTrump. He does a good impression of dumb face and your anus lips. https://t.co/UF6K8Eyegn
1976,"RT @gwehdolyn: Lmfao at ""ha"" https://t.co/YWYpwzKt5R"
1977,"@overrunbydogs @christianpiper6 @realDonaldTrump If ""elite"" means ""not in the sway of russian-backed oligarchs"" I'm down with that"
1978,"@realDonaldTrump Take your intell briefings, stop your victory tour, &amp; prepare for your job! Feeding your inflated ego doesn't help my fam!"
1979,RT @JonBershad: @realDonaldTrump Just tried watching news about our ruined relationship with China. Unwatchable! SNL is way better than you…
1980,"RT @CarmineZozzora: Every new waiter or bartender job under Obama only came with $750,000 in new debt.

We're doing great!

#MAGA https://t…"
1981,Freedom of information Act @realDonaldTrump has to produce IRS audit letter and taxes as Potus. Just time people @chucktodd @KatyTurNBC @cnn
1982,"RT @DineshDSouza: Today on @ffweekend, I debated a Democratic operative on whether @realDonaldTrump won by appealing to white suprema… "
1983,Haven't seen it yet @realDonaldTrump but will definitely watch now. Bet it beats your impersonation of being a Pres… https://t.co/TI7L5QwSKz
1984,"RT @RejectTrump: @realDonaldTrump ""The healthiest candidate ever"" sure does eat a lot of fast food! https://t.co/grHviTroed"
1985,"RT @ChrisGala21: @realDonaldTrump unlike yours, SNL's ratings are through the roof"
1986,RT @ExMrsSallah: Don't forget to get our credit cards back from Michelle!! https://t.co/Y0t4L3Y79t
1987,RT @ProgressOutlook: @realDonaldTrump I put more effort into ordering from McDonald's than you put into learning how to be the leader of th…
1988,"RT @steveliesman: Interesting. @larrykudlow, econ advisor to trump, retweets @JimPethokoukis tweet of a @gregmankiw article critical… "
1989,@realDonaldTrump They counted on you being stupid enough to take the call.  And you did!
1990,"@tonyposnanski @realDonaldTrump  Yeah, &amp; he's more mentally stable, doesn't screw ppl over, isn't a disgusting perv, acts his age &amp; on &amp; on!"
1991,@dantelfer @realDonaldTrump @mike_pence Only one twitter egg faved this????? Seems fake.
1992,@realDonaldTrump you're seriously so insecure you twat
1993,"@Stareagle @realDonaldTrump correction ... ""world leader"" not world leader"
1994,"@realDonaldTrump Stop watching #SNL, and go learn about Three Joint Communiqués. 
You're beyond sad."
1995,@Rambo @VeritasAeturnum @RedP1llReport @shim_rational @Infowars_Sniper @DewsNewz @AgendaOfEvil @MichelleKOrts10 I c… https://t.co/0SDpkB5Ps7
1996,"RT @riotwomennn: Wait a minute is that the picture of me that I hate? No, that's just a plate of mashed potatoes @realDonaldTrump     https…"
1997,RT @jacki72: Thin skinned @realDonaldTrump throws man-baby tantrum by blocking ppl who dare criticize him.  https://t.co/84jZfp6ZM6 #blocke…
1998,@drumpfucked @ABFalecbaldwin @realDonaldTrump I think you missed the joke.
1999,"@realDonaldTrump i think it's hilarious and Baldwin keep them coming. Make a pure movie on the skip. It would be sold out, like Hamilton!"
2000,@realDonaldTrump It's a pity you don't enjoy watching you make an ass of yourself as much as we do. I mean you have a real talent for it.
2001,@RealDonaldTrump wants to invade somewhere and doesn't care where https://t.co/LGqheRArH0
2002,@ProgressOutlook that's because you eat the meat made with baby bodies.missed that video? Research it@ ProgressOutlook. DS @realDonaldTrump
2003,RT @bb8_wins: @hedgefund_ghost @moekamerow @realDonaldTrump Damn! There's enough Botox in that Pelosi face to poison half the senate.
2004,"RT @thedailybeast: Alec Baldwin’s @realDonaldTrump goes Twitter crazy:
https://t.co/x66N1VVtfv #SNL https://t.co/PEFRlVdmgq"
2005,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
2006,"@realDonaldTrump 
Did u know sir that USA is pedophile capital?! Let out prison in 5 years &amp; fuck children again!"
2007,@ZeddRebel @realDonaldTrump Donald you're just just a little sinner aren't you SATAN?!! https://t.co/PX3q1PEdVl
2008,"RT @TheYoungTurks: With the spike in hate crimes following the election of @realDonaldTrump, minorities may be purchasing more guns. https:…"
2009,@realDonaldTrump @KellyannePolls @DonaldJTrumpJr Senator Rand Paul nd Professor Walter A. McDougall as sec of state? https://t.co/DctE1HIVJj
2010,RT @jeffodom: @realDonaldTrump - Can you make an executive order for an eight-team playoff? Thanks.
2011,"So #SNL does a skit about how juvenile Trump's tweeting is so @realDonaldTrump then tweets about it. 
You were right, HRC. He can be baited."
2012,SNL Makes Fun Of Trump’s Tweeting – So He Tweets Angry Message During Show! (VIDEO) @realDonaldTrump #losertrump  https://t.co/vh4Vk3Aoet
2013,".@realDonaldTrump it's rather stunning that you criticize individuals like @ABFalecbaldwin, Hamilton actors, Hampsh… https://t.co/PQJX8HvpHR"
2014,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
2015,"@realDonaldTrump is whining about SNL again. Why does he watch, anyway? Did Putin cut off his Russian porn feed because he called Taiwan?"
2016,@POTUS @HouseGOP @HouseDemocrats @SenateGOP @SenateDems @realDonaldTrump Trump don't have No Mind&amp;if He Did it Would be a Horrible thing to
2017,"RT @brunelldonald: Midnight prayers 4 the sick + shut in, homeless, unemployed, domestic violence victims, PE @realDonaldTrump + VPE… "
2018,@realDonaldTrump shouldn't you be getting ready for - I don't know - being fucking president? You orange tinted goon.
2019,RT @billyeichner: .@realDonaldTrump do u watch my shows
2020,RT @ProgressOutlook: @realDonaldTrump I put more effort into ordering from McDonald's than you put into learning how to be the leader of th…
2021,RT @_CillaW: If only @realDonaldTrump used half of the time he spent complaining about @SNLUpdate to address racist/sexist acts… 
2022,Surely this is a conspiracy and @nbcsnl is actually paying @realDonaldTrump for this publicity https://t.co/IZTGkZaQ1S
2023,"RT @LynnePatton: ""@realDonaldTrump is asking you to dream BIG, BOLD and DARING things for your country once again."" ~ @TeamTrump ??… "
2024,"RT @TeamTrump: Oorah, General Mattis: '@realDonaldTrump's Pentagon pick won’t start a war but he will finish one'
https://t.co/E3dwXN2U4y"
2025,"RT @shelliecorreia: Only 6 weeks &amp; 5 days, till President Trump is in the White House! https://t.co/7GlLVbiFpw"
2026,"??????? (the world, at you) @realDonaldTrump"
2027,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
2028,@realDonaldTrump Good use of your time. Lol. #Nationalembarrasement
2029,RT @unclebobby_b1: @realDonaldTrump release your tax returns https://t.co/mSirpqO6Uk
2030,@americanpro1 @therealcornett @realDonaldTrump @cnn @andersoncooper and soon we will put u and the rest of the lying CNN out of business
2031,@realDonaldTrump dont be a pussy snowflake ... its always been funny... and do some work loser.
2032,@JaybeeStewee @realDonaldTrump He's got to stop this. It's embarrassing for the country.
2033,@realDonaldTrump Don't you have some foreign policy to ignore somewhere? Sad
2034,@realDonaldTrump MORE insult fvrom USA https://t.co/spVCm0wbRc 40 TRILLION nato dont dicktate WHERE i fuck and what puusy i fiuck
2035,"I have ""faith"" they will do what is best for our nation and that is to vote for anyone but @realDonaldTrump… https://t.co/8XQRzMcTzI"
2036,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
2037,@realDonaldTrump you know @ESPNCFB is on...right?
2038,@realDonaldTrump  You watch it though.   You can't be mature.  You're defective.
2039,@ABFalecbaldwin @realDonaldTrump can we get everyone to start calling him #PresidentLumpy or just #Lumpy? (come on EC!!) ?
2040,"Has anyone substantiated this?

@realDonaldTrump https://t.co/kW3cJEGJ0M"
2041,@cafedotcom @realDonaldTrump out of all those trumps is the wisest ?????????
2042,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
2043,"If by worse, you mean #SpotOn you're right, .@realDonaldTrump #Recounts #WI #PA #MI #FlipTheElectors https://t.co/Y42itnfkns"
2044,RT @fbtvlvsme: Ha ha ha really he has time for this shit? @realDonaldTrump don't you have stuff to read up on like the Constitution??#block…
2045,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
2046,@realDonaldTrump I think you mean the Baldwin impersonation can't be anymore accurate. It perfectly depicts you ?
2047,"@realDonaldTrump Whaa, whaaa, whaaa, Mr. Babypants. Go get your binky and curl up in a corner with a blanky. #SoNotPresidential"
2048,@johnmyers @billpostmus @realDonaldTrump -I agree w Trump-Baldwin does a rude and crude impersonation
2049,@realDonaldTrump Please stop. Just stop with this crap. Go do your homework.
2050,RT @FoxNews: Coach Bobby Knight on President-elect @realDonaldTrump: Here’s a guy whose #1 concern beyond anything else is the U… 
2051,@SenSanders @realDonaldTrump Obama is STILL the president @SenSanders
2052,"@martycurtis1 @realDonaldTrump you're a special snowflake, aren't you? https://t.co/kt38CXCcoI"
2053,.@realDonaldTrump are you even preparing for your presidency you intense fuckwit? Or just watching SNL and getting shitty?
2054,RT @tommorris32: @realDonaldTrump I disagree mate.
2055,"@realDonaldTrump 
The DailyTrump:

T hief
R acketeer
U nfit
M anipulator
P hony

Mr. UNPopular, She kicked ur ass in the popular vote! +2.6M"
2056,"RT @StaceyDesro: @realDonaldTrump don't you have anything to do? Learn the Constitution, how our Country works &amp; about OTHER Countri… "
2057,"@realDonaldTrump I Don't Think We Can Survive 4 Years of This Buffoon.
."
2058,"@ABFalecbaldwin @realDonaldTrump Keep up the good work, Alec. ???"
2059,@FoxNews @mike_pence @realDonaldTrump Expect lies from Trumpo but not U Pence? Read letter Carrier sent to their 700 employees losing  jobs
2060,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
2061,"@realDonaldTrump why are you hiring lobbyists and filthy rich people if you're ""for the people""?"
2062,RT @CarmineZozzora: Here's a super genius who thinks Obama saved America from financial ruin by leaving it $10 TRILLION deeper in debt… 
2063,"@realDonaldTrump dude, you gotta be above this."
2064,@realDonaldTrump got any positions on that cabinet for me? https://t.co/pTkJzwVoRy
2065,RT @ContentCops: @realDonaldTrump im so horny
2066,.@realDonaldTrump Try Schoolhouse Rock.  You might learn something.
2067,@moekamerow @realDonaldTrump Hillary for prison https://t.co/QjFZkB8AP5
2068,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94"
2069,"@KaivanShroff @StillWithHer @nbcsnl @realDonaldTrump Donald Trump will you PLEASE Grow up for Gods Sake
If you can't take a skit your a baby"
2070,"@ABFalecbaldwin @realDonaldTrump True, Baldwin's hands are too big,even say huge, in comparison. BTW, nice diversion, non-majority winner."
2071,@realDonaldTrump stop letting the Chinese buy American property before US working class. We deserve to own property
2072,"@realDonaldTrump need a safe space, snowflake?"
2073,"RT @KaraCalavera: If he doesn't last four years, it'll be because he quit. He's not getting impeached, especially not after hiring Mi… "
2074,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
2075,"@roblin68 @realDonaldTrump @SNLUpdate hahaha, WOOOOOOOWWWWW that game ain't happening for at least 4 years?"
2076,"@Echolocate1 @itsFranco @ProgressOutlook @realDonaldTrump well, it looks like you're going to have to give him a chance to prove himself!"
2077,@realDonaldTrump mine is fantastic!
2078,"RT @anachech: Electors do your job as Constitution demands. @realDonaldTrump unfit, unprepared, unhinged to lead. We know who you… "
2079,@gqforbes4 @Kaladious @realDonaldTrump Thanks to Trump for saving Canada from its dynastic fool
2080,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
2081,You can have him. Cheap. https://t.co/8J80TYRuEe
2082,RT @lilpup59: @moekamerow @EvynnTyler @realDonaldTrump This is Beyond Unprofessional it is CRIMINAL
2083,"@realDonaldTrump 
""Scrutinizing the World's Greatest Religions""
https://t.co/DEB27sQnrF
#WorldReligionsUnderTheLens 
https://t.co/Fz622ORTUS"
2084,"RT @freedm_of_spch: @realDonaldTrump Nice try Donnie! Trying to divert from the real issues! Conflict of interest, much? How much u owe? ht…"
2085,"RT @iamomardali: @realDonaldTrump YOU are unwatchable! Totally biased, not funny!"
2086,@realDonaldTrump if it's unwatchable ... don't watch it? I don't know how an unflattering parody made for peasants is a problem for you.
2087,@charliesheen shud consider running 4 presidency 2020 He might have already mounted flag on @realDonaldTrump property @TrollUSA @TROLLUSA69
2088,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94"
2089,"Bergdahl team also focus on Trump, says he violated soldier's constitutional rights - Fox News @realDonaldTrump  https://t.co/2YkvTmTE0X"
2090,@realDonaldTrump You could read some books instead...????????Read A Book ?
2091,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94"
2092,"@realDonaldTrump oh, grow up"
2093,@realDonaldTrump 1/3 It's called satire and it's an important part of the political process you fucking moron.
2094,@bash_riprock @ProgressOutlook @realDonaldTrump are you asking for a consultation?
2095,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
