,0,1,2
5124,"""After supporting exports of LNG, @realDonaldTrump admitted he didnt know what that stood for.""
m) t6",Erde,neg
5125,"RT @JohnnyAkzam: Whooptie-doo...guess @POTUS, @HillaryClinton &amp; @HFA are really digging in with the people aren't they? Where's Bern? https",United States,neu
5126,@realDonaldTrump @HillaryClinton You should, USA ,neu
5127,"Says it all about Hillary voters. They are willfully blind to her history of corruption, lies, and scandals. hLTxmyYJeU",Earth,neg
5128,"RT @bfraser747: WAKE UP AMERICA.  

I'm far more concerned about @HillaryClinton ACTIONS than what @realDonaldTrump may say.  https:","Florida, USA",neu
5129,"Retweeted God's Rock Eli (@Elimelech_Ring):

@netanyahu @IDFsoldiergirl @realDonaldTrump @POTUS @HillaryClinton... sSbi",Messiah Jesus!Go 2 Hell Satan!,neg
5130,"Yep, this one is my fav #WheresHillary so far.Keep it going #MAGA #TrumpPence16 #TrumpTrain #HillaryForPrison hJ4xVT4qPT","Wichita, KANSAS",pos
5131,RT @alfranken: Carson City is committed to making sure @HillaryClinton is our next President &amp; @CatherineForNV is my new colleague. https:/,Utah,neu
5132,But hey @HillaryClinton's @TheDemocrats: party of the little people?!? #HollywoodElite #DCElite #WallStreetElite tigyTWhKIR,People's Republic of Seattle,neg
5133,@cantrell3rd @HarrietBaldwin @realDonaldTrump @HillaryClinton she's a good one,"Nantucket, MA",pos
5134,@Johndisdiickk @HillaryClinton but trump is also acting out of character 59% of all his previous donations have all been to the democrats,Mt Akina,neu
5135,RT @trueladybug: @FoxNews @IvankaTrump @HillaryClinton Looks like they know how to show their inability to be professional &amp; businesslike #,Virginia,neg
5136,RT @WDFx2EU5: NORTH CAROLINA: Historic Black church says Supporting @HillaryClinton is like being with an abusive ex-spouse ,"Massachusetts, USA",neg
5137,@Johndisdiickk @HillaryClinton BY NO MEANS AM I SUPPORTING TRUMP DISCLAIMER,Mt Akina,pos
5138,RT @terrysuesweeten: @CNN If @HillaryClinton is so unpopular why did she raise in July from individual donors $12.8 million in checks less,USA,neu
5139,RT @YoungDems4Trump: Show this to those who don't fully grasp the severity of @HillaryClinton's email breach. Because the media won't. http,Traveling USA,neu
5140,Seems @HillaryClinton would rather see jobs go to illegal immigrants over poor Americans. Think about that for a second.,United States,neg
5141,"Retweeted God's Rock Eli (@Elimelech_Ring):

@netanyahu @IDFsoldiergirl @realDonaldTrump @POTUS @HillaryClinton... ",Messiah Jesus!Go 2 Hell Satan!,neg
5142,@HillaryClinton's insincerity about opposing TTP and fracking exposed:  sF,The Netherlands,neg
5143,@sddickerson @rusty044 @MyRhondamariott @HillaryClinton you aren't voting for a woman. You are voting 4 special int ,"Arizona, USA",pos
5144,RT @AdamSmith_usa: Met @TonyGoldwyn aka President Fitzgerald Grant from @Scandal #HillaryforGeorgia #ImWithHer @HillaryClinton ,Slovenia/Europe ,neg
5145,"@shipman96 @HillaryClinton @BarackObama

HAPPY NEW YEAR'S EVE -- TRAITOR!

#Obama #NDAA #ImpeachObama #OurRevoltuion #Rio2016  #USA #NotMeUs","saratoga, CALIFORNIA",neg
5146,@sddickerson @rusty044 @MyRhondamariott @HillaryClinton and a liar.  Not this woman! ,"Arizona, USA",neg
5147,@seanhannity @HillaryClinton fires back you retard? he is admitting that he did!! are you that stupid? would love to spit between your eyes,"Houston,Tx",neg
5148,RT @Franklin_Graham: News reports say that House leaders sent a letter asking @TheJusticeDept to file charges against @HillaryClinton. http,"Santa Barbara, CA",neg
5149,RT @MikeBrown_2020: @FoxNews @IvankaTrump @HillaryClinton Thanks Lady Grey ... Now I know where never to shop!  Let's spread this like wild,Virginia,pos
5150,RT @julito77: .@AmandaRenteria of @HillaryClinton campaign to @NBCLatino about @realDonaldTrump meeting with Latino leaders. ,"Chicago, IL",neu
5151,Yeah it is The Same Trump alright! t0wfLr5bxJ,KEY WEST FLORIDA,neg
5152,"@HillaryClinton Sadly, media, educational systems, video games, and ultra liberal representatives have cheated young people of free thought.","Price, UT",neg
5153,"RT @SamHarrisOrg: ""What Hillary Clinton Should Say about Islam and the 'War on Terror'""
pNxH3f5
@HillaryClinton ",Europe,neg
5154,RT @CBSNews: .@HillaryClinton: @realDonaldTrump can hire &amp; fire anyone he wants; he's still same person  ,KEY WEST FLORIDA,neg
5155,"RT @somethingldsay: 2 different candidates, 2 VERY different responses to Americans in need. @HillaryClinton / @realDonaldTrump #laflood ht",USA,neg
5156,RT @AziaeLion: The same idiot thinks Trump courts white supremacist while .@HillaryClinton praised two white supremacists. Lmao ,USA,pos
5157,@HillaryClinton has been endorsed by &amp; accepted donations from @TheDemocrats founded KKK h3ic3fdM ,Terminus,pos
5158,RT @KatieLouWho49: @FoxNews @IvankaTrump @HillaryClinton note to self......never purchase anything from @LadyGreyJewelry,Virginia,neu
5159,@sddickerson @rusty044 @MyRhondamariott @HillaryClinton basically why you say you are voting for her  way 2 go pY,"Arizona, USA",neu
5160,@HillaryClinton Shut up you fucking Muslim-Lovin Faggot !,"Old nigs, usa",neg
5161,RT @WDFx2EU5: NORTH CAROLINA: Historic Black church says Supporting @HillaryClinton is like being with an abusive ex-spouse ,"Seattle, WA",neg
5162,@HillaryClinton How is the Catheter bag? What about your brain injury? Sure lets vote a half dead person for president!  #HillarysHealth,"Texas, USA",neg
5163,"Retweeted God's Rock Eli (@Elimelech_Ring):

@netanyahu @IDFsoldiergirl @realDonaldTrump @POTUS @HillaryClinton... ",Messiah Jesus!Go 2 Hell Satan!,neg
5164,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"South Dennis, MA, USA",neu
5165,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Mesepa village, AS, USA",neu
5166,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Kent city, MN, USA",neu
5167,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Ramona, CA, USA",neu
5168,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Tiburon town, CA, USA",neu
5169,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Braddock Heights, MD, USA",neu
5170,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Economy town, IN, USA",neu
5171,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Dublin city, TX, USA",neu
5172,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Manhasset, NY, USA",neu
5173,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Waimea, United States",neu
5174,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Wolf Trap, United States",neu
5175,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"West Allis city, WI, USA",neu
5176,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Blue Eye town, AR, USA",neu
5177,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"CHICAGO, USA",neu
5178,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Junction city village, IL, USA",neu
5179,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Bethel town, MO, USA",neu
5180,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Bridgeport, United States",neu
5181,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Millen city, GA, USA",neu
5182,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Ruskin, FL, USA",neu
5183,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Tupelo city, MS, USA",neu
5184,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Chowchilla, United States",neu
5185,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Corcoran, United States",neu
5186,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Crystal Lakes, OH, USA",neu
5187,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Foosland village, IL, USA",neu
5188,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Lake Ripley, WI, USA",neu
5189,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Monmouth Junction, NJ, USA",neu
5190,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Delight city, AR, USA",neu
5191,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Urbana, United States",neu
5192,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Durand village, IL, USA",neu
5193,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Kootenai city, ID, USA",neu
5194,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Columbia City, United States",neu
5195,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Deer River city, MN, USA",neu
5196,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Merrillville town, IN, USA",neu
5197,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Lodi city, WI, USA",neu
5198,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Englewood town, TN, USA",neu
5199,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Placerville, United States",neu
5200,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Rodessa village, LA, USA",neu
5201,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Bentonia town, MS, USA",neu
5202,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Waterbury, United States",neu
5203,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Lake Benton city, MN, USA",neu
5204,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Burlington, United States",neu
5205,What is Joe Biden's excuse for not comforting the flood victims? @realDonaldTrump @FoxNews @HillaryClinton @POTUS @SheriffClarke,"Wisconsin, USA",neg
5206,"NEVER happen, he and his kind are protecting HIllary, will never give her tough questions, or follow up questions tVziNk8QQy",Poor House,pos
5207,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Lovell town, WY, USA",neu
5208,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Monterey town, TN, USA",neu
5209,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Sisters city, OR, USA",neu
5210,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Live Oak city, CA, USA",neu
5211,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Green Valley village, IL, USA",neu
5212,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Ransom village, IL, USA",neu
5213,"RT @NukeSqrrrl: ""After supporting exports of LNG, @realDonaldTrump admitted he didnt know what that stood for.""
m) t6","Dortmund, Germany",neg
5214,@MyRhondamariott @rusty044 @HillaryClinton seriously Rhonda. You are as bad as media!,"Arizona, USA",neg
5215,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Saddle River borough, NJ, USA",neu
5216,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Little River, SC, USA",neu
5217,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"KENTUCKY, USA",neu
5218,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Socorro, United States",neu
5219,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Brodhead city, WI, USA",neu
5220,"RT @ElianaBenador: @hillaryclinton 
lies as she breathes
so she may have
believed no one will realize
how decrepit
her condition is.
BUT
TH","Cumming, GA",neg
5221,RT @CaitKraft: Today we make #herstory w @HillaryClinton #ImWithHer photo says it all @dougmillsnyt #DemsInPhilly#DNCinPHL #DNC RT https:/,"Richmond city, KS, USA",neu
5222,RT @catpiasente: @LawrenceReid08 @JBaker31826004 @HillaryClinton @crookedhillary We the people of the USA are still waiting for you to apol,"Hialeah, FL",neu
5223,"RT @FoxNews: .@realDonaldTrump: ""No group in America has been more harmed by @HillaryClinton's policies than African Americans."" .",Myanmar,neu
5224,@HillaryClinton when has Hillary apologized lately for anything...by the way,Free From You,pos
5225,"RT @ImWithYou010: I wish Matt Lauer would probe @HillaryCLInton like they probed poor @RyanLochte 

#BiasedNBC #BiasedMSM","California, USA",neg
5226,@MyRhondamariott @rusty044 @HillaryClinton Clinton has a warrant for her arrest in Egypt.,"Arizona, USA",neg
5227,"RT @pete122661: My fellow Americans, we Must band together to defeat @HillaryClinton to save our way of life, for our children and grandchi",Oklahoma,pos
5228,RT @alfranken: Carson City is committed to making sure @HillaryClinton is our next President &amp; @CatherineForNV is my new colleague. https:/,"Richmond, CA",neu
5229,@MyRhondamariott @rusty044 @HillaryClinton is the blame for death of Honduran woman activist,"Arizona, USA",neg
5230,"In fairness someone should also erect  a statue showing fat saggy naked  #hillary and her penis.

@HillaryClinton  pZWxFI28",California,neu
5231,"@Soapfangh50 @Juliet777777 @HillaryClinton  thought throwing Colin Powell under a bus wld solve her prob. Its her email, her responsibility.",USA,pos
5232,"RT @pete122661: My fellow Americans, we Must band together to defeat @HillaryClinton to save our way of life, for our children and grandchi","Portland, OR",pos
5233,"@HillaryClinton Ignorant you know all about ignorant don't you Hillary Clinton ha, ha, ha","Illinois, USA",neg
5234,RT @EmperorNorton: This is why we need @HillaryClinton h5WJg,"North Carolina, USA",neg
5235,THIS IS A PROPAGANDA PHOTO BY A TERRORIST WHO BEHEADED A CHILD. ,Deustchland,neg
5236,@MyRhondamariott @rusty044 @HillaryClinton responsible for 4 dead American soldiers,"Arizona, USA",neg
5237,@HillaryClinton Drop Out Please you Illuminati Cocksucking Muslim Loving Bitch !,"Old nigs, usa",pos
5238,"Retweeted God's Rock Eli (@Elimelech_Ring):

@netanyahu @IDFsoldiergirl @realDonaldTrump @POTUS @HillaryClinton... ",Messiah Jesus!Go 2 Hell Satan!,neg
5239,.@JoyAnnReid Hold up. But you don't mind that @HillaryClinton lies repeatedly for a year to the nation???? #Hypocrite,United States,neg
5240,RT @steezydominik: @Johndisdiickk @HillaryClinton BY NO MEANS AM I SUPPORTING TRUMP DISCLAIMER,"California, USA",pos
5241,@MaryMcDonnell10 Thank you for supporting @HillaryClinton and @danesforhillary  have a wonderful Sunday! Hope it's peaceful and happy,Denmark,pos
5242,"RT @TrumpGr8America: @HillaryClinton your lack of shame is staggering.  Black lives DO matter, and they will have a choice for CHANGE this",A Sadly Blue State  ,neg
5243,@MyRhondamariott @rusty044 @HillaryClinton and has already sold us out to every big interest,"Arizona, USA",pos
5244,RT @HomunculusLoikm: Imagine @HillaryClinton #Screaming at #Bill for his voluminous infidelities as she &amp; he STOLE #WhiteHouse antiques. ht,Athens Greece,neu
5245,"RT @LincolnBevers: LET'S TAKE AN ACTUAL, UNBIASED POLL.
VOTE &amp; RETWEET (often as possible)
@realDonaldTrump @HillaryClinton
#THINK2016","Greenport, NY",neg
5246,"RT @TrumpGr8America: @MarlonDMarshall @HillaryClinton like 50 years of enslavement to welfare, unemployment, 70 % fatherless families... Et",A Sadly Blue State  ,neg
5247,@HillaryClinton please reach out more. 8.3 million followers on twitter vs 11 mln #trump @Akat2013 @MikeBloomberg,"Saint-Brieuc, France",pos
5248,RT @WDFx2EU5: NORTH CAROLINA: Historic Black church says Supporting @HillaryClinton is like being with an abusive ex-spouse ,"California, USA",neg
5249,"RT @bfraser747: WAKE UP AMERICA.  

I'm far more concerned about @HillaryClinton ACTIONS than what @realDonaldTrump may say.  https:","texas creek, colorado",neu
5250,RT @shortgrub927: #whereshillary @hillaryclinton not there 4 Benghazi or riots or 4 flood VICTIMS pattern forming 4 NOV TRUMP 2016 https://,Texas,neg
5251,"Why it matters to know that @HillaryClinton, the next president of the US, supports terrible #TTP:  svxOpV1E",The Netherlands,neg
5252,@MyRhondamariott @rusty044 @HillaryClinton don't kid yourself into thinking she actually cares about you,"Arizona, USA",pos
5253,"RT @pete122661: My fellow Americans, we Must band together to defeat @HillaryClinton to save our way of life, for our children and grandchi",Sugar Land Texas,pos
5254,@rebernas1 @RichardGrenell @HillaryClinton @cher Well it's not like she stole somebody's private jet! I'm sure the bill's been paid!,Toronto & Grand Cayman,neg
5255,"Retweeted God's Rock Eli (@Elimelech_Ring):

@netanyahu @IDFsoldiergirl @realDonaldTrump @POTUS @HillaryClinton... ",Messiah Jesus!Go 2 Hell Satan!,neg
5256,RT @ThugLifeSocial: .@Bakari_Sellers @HillaryClinton Most excellent anti-Trump rap! pMyQ1D7R,"Los Angels, California .USA",pos
5257,RT @Bane1349: @FoxNews @IvankaTrump @HillaryClinton Well they thought they were being clever BUT they just committed business Suicide- Hara,Israel,neg
5258,RT @shipman96: Thanks to PBO~He's making it easier for @HillaryClinton to Manage What She Can't Control~#Us #ClintonCollusion #FAIL https:/,"Los Angeles, CA",neu
5259,RT @hottiesfortrump: #MyFantasyIncludes seeing @HillaryClinton behind bars. @taydark_77 @Rockprincess818 @muzikgirl11 @TrumpTraining  htt,"So. California, USA",neu
5260,@HillaryClinton  review and add to your strategy: Opinion: Dilbert Explains Donald Trump - The Wall Street Journal ,"Yorktown, VA",neu
5261,"MSNBC reported that #hillary posed for the penis part.
@HillaryClinton  hyQ",California,neu
5262,RT @MASKEDMANIACXXX: @FoxNews @IvankaTrump @HillaryClinton Any lowlife who sends that letter to a paying customer should have the items ret,Israel,neg
5263,@HillaryClinton it's too bad your rainbow colored candidacy is marred with the illegal alien &amp;refugee programs that go way outside liberal,Free From You,neg
5264,"RT @HectorS29826305: @jaketapper @DineshDSouza @realDonaldTrump @HillaryClinton Jake, we still waiting for a debate with Dinesh DSouza abou",California,neu
5265,@donfal586 @cher @HillaryClinton @realDonaldTrump over water?!,Toronto & Grand Cayman,neg
5266,"RT @pete122661: My fellow Americans, we Must band together to defeat @HillaryClinton to save our way of life, for our children and grandchi", NY,pos
5267,RT @kupajo322: @HillaryClinton Our Movement Is LARGEROur Rallies Are LARGER Our Message Is STRONGER#TrumpTrainWE'LL #WIN https:/,"California, USA",neu
5268,"@RichardGrenell @HillaryClinton @cher shady meetings, murders, graft, grift, rapes- killary is the dream candidate all right. #WheresHillary",Purple Twilight,neg
5269,RT @1253sherrym: @theheatmag @HillaryClinton HILLARY FOR PRISON 2016,United States,neg
5270,"#ClintonCash the plot thickens! End h2H
","Washington, DC",neg
5271,@edwiley1960 @Old_Bern_Kenobi @HillaryClinton Edward needs help ptMQNPFSgM,"Arizona, USA",pos
5272,@POTUS golfs @HillaryClinton fundraises with @cher while brown people drown #WheresHillary #HillarysLeaks #MAGA  tW48bU,Terminus,neg
5273,"RT @bfraser747: WAKE UP AMERICA.  

I'm far more concerned about @HillaryClinton ACTIONS than what @realDonaldTrump may say.  https:","Cumming, GA",neu
5274,"RT @1Putt4Me: @kupajo322 @HillaryClinton ""get some coffee""!!!  I love it T!!! Keep em coming.","California, USA",pos
5275,RT @0cVSVp6S898WBFB: @HillaryClinton oh thats a good one. U will ve apologizing for your server for the rest of your life. Lives in danger,"Las Vegas, NV",neg
5276,RT @YoungDems4Trump: Show this to those who don't fully grasp the severity of @HillaryClinton's email breach. Because the media won't. http,Israel,neu
5277,If I were Powell I'd b looking for a way to expose her dirty dealings and Clinton Cash &amp; give to PRESS!CrookedHillry pk5KLG,United States ,neg
5278,"RT @PaulaRuiz1236: @Soapfangh50 @Juliet777777 @HillaryClinton  thought throwing Colin Powell under a bus wld solve her prob. Its her email,",United States ,pos
5279,RT @Kimmy__Diane__: @kupajo322 Good Morning. I'm in SoCal! Fresh ground coffee n hand. U &amp; th love(s) of ur life hve a spectacular day  @H,"California, USA",neg
5280,"RT @YoungDems4Trump: 8,000 retweets?! That's what happens when the media refuses to share the truth. They won't so we did ",Israel,neg
5281,"@seanhannity @HillaryClinton LUMPY,when Hillary becomes a president she will make you and Trump with his little hands wear a bra,a used one.","Houston,Tx",neu
5282,@HillaryClinton his message hasn't changed. He loves USA ,"Arizona, USA",neg
5283,"RT @1Putt4Me: @kupajo322 @HillaryClinton I love it. It makes the videos entertaining and funny, and still be dead on accurate. You speak th","California, USA",pos
5284,.@HillaryClinton that is just so sweet!,Los Angeles,pos
5285,@SpencerMRitchie @faded_rccts @NBCNews @HillaryClinton @RyanLochte I want the truth,United States,neg
5286,RT @1253sherrym: @theheatmag @HillaryClinton HILLARY FOR PRISON 2016,"Oklahoma City, OK",neg
5287,"RT @JeroenSluiter1: Why it matters to know that @HillaryClinton, the next president of the US, supports terrible #TTP:  svxO",OCEAN BEACH SD CALIF,neg
5288,"@its_MrBlings @HillaryClinton I know that scripture well. Ty, I will meditate on that. Truly believe  ppl cross pathes 4 a reason.","North Carolina, USA",pos
5289,"RT @Hillary2016Pres: RT @HillaryClinton - Every survivor of sexual assault deserves to be heard, believed, and supported. ",United States,pos
5290,@CNN @HillaryClinton  the same man. The man you went to LA n took supplies n money while you partied with celebs. We call him our President,"Georgia, USA",pos
5291,"RT @FoxNews: .@realDonaldTrump: ""@HillaryClinton wants to be America's Angela Merkel."" h",USA,neu
5292,RT @dukebob888: Beyond ABSURDITY ,Germany,neg
5293,RT @alfranken: Carson City is committed to making sure @HillaryClinton is our next President &amp; @CatherineForNV is my new colleague. https:/,Texas,neu
5294,"@HillaryClinton=@realdonaldtrump = $AME $HIT = @potus skczPHm6  ""#How #Nice"" @LeMondeFr t2GrxP",EN EL DEFECADO DEFECTUOSO,neg
5295,"RT @Just_A_Joe: @patriotbygod @wikileaks 100% credibility @hillaryclinton 0% credibility, nuff said. Spin won't EVER work!","So. California, USA",neu
5296,America set for first landslide president it doesn't want tVEgi9oY @HillaryClinton @realDonaldTrump s9e7sq4e,"Queensland, Australia",neg
5297,@HillaryClinton. Can u make a bill for optional tax... Because id like to contribuite money to the national dept directly. I love usa.,South Jersey,pos
5298,"RT @seanhannity: .@HillaryClinton blames Colin Powell for her use of private Email, Powell fires back ",U.S.A.,neg
5299,@HillaryClinton all lies from media covering up Hillary! KARMA is coming and good will prevail pIOuF2pwVF,"Arizona, USA",pos
5300,"RT @dustin_temple10: .@HillaryClinton's economic plan:
1. Low wages
2. Outsourced jobs 
3. More debt
4. Tax loopholes for the 1%
5. TPP
6.","saratoga, CALIFORNIA",neg
5301,RT @AfAmDemocrats: Trump just definitively proved why we need to show up in November &amp; vote for @HillaryClinton sNG4nxuCy htt,"San Diego, Ca",neg
5302,"RT @RafaelNorma: @HillaryClinton=@realdonaldtrump = $AME $HIT = @potus skczPHm6  ""#How #Nice"" @LeMondeFr t2",EN EL DEFECADO DEFECTUOSO,neg
5303,"""Every child deserves the chance to live up to his or her God-given potential."" @HillaryClinton #GOPdebate t9R2lFSn",U.S.A,neg
5304,"RT @bfraser747:  LOUISIANA 
Why can't @HillaryClinton take some of that #ClintonCrimeFoundation money &amp; send some help to Louisiana https:",Maine USA ,pos
5305,"RT @bfraser747: WAKE UP AMERICA.  

I'm far more concerned about @HillaryClinton ACTIONS than what @realDonaldTrump may say.  https:",ENGLAND ,neu
5306,RT @hoodsonco: @HillaryClinton he has a more inclusive message than you.,Europe,neu
5307,"RT @bfraser747:  LOUISIANA 
Why can't @HillaryClinton take some of that #ClintonCrimeFoundation money &amp; send some help to Louisiana https:","Hialeah, FL",pos
5308,RT @alfranken: Carson City is committed to making sure @HillaryClinton is our next President &amp; @CatherineForNV is my new colleague. https:/,"San Francisco, CA",neu
5309,@HillaryClinton #HillarysHealth #WheresHillary is she still alive? ,"Tulsa, OK",pos
